type,name,model,price,collision
Audiovisuel & Hi-Fi,Microphone de studio,sf_prop_sf_mic_rec_01b,200,TRUE
Audiovisuel & Hi-Fi,Lecteur de cassettes,prop_el_tapeplayer_01,200,TRUE
Audiovisuel & Hi-Fi,Amplificateur de guitare,v_res_fh_guitaramp,500,TRUE
Audiovisuel & Hi-Fi,Équipements de DJ,h4_prop_battle_dj_mixer_01c,250,TRUE
Audiovisuel & Hi-Fi,Haut-Parleur,sf_prop_sf_speaker_l_01a,250,TRUE
Audiovisuel & Hi-Fi,Chaîne hi-fi,prop_hifi_01,300,TRUE
Audiovisuel & Hi-Fi,Équipements de DJ,h4_prop_battle_dj_mixer_01d,250,TRUE
Audiovisuel & Hi-Fi,Stand de DJ,h4_prop_battle_dj_stand,1000,TRUE
Audiovisuel & Hi-Fi,Amplificateur HiFi,prop_amp_01,200,TRUE
Audiovisuel & Hi-Fi,Câbles,h4_prop_battle_dj_wires_dixon,50,FALSE
Audiovisuel & Hi-Fi,Manette de jeu Xboite,p_controller_01_s,150,TRUE
Audiovisuel & Hi-Fi,Equipement de DJ,h4_prop_battle_dj_deck_01a,200,TRUE
Audiovisuel & Hi-Fi,Microphone,sf_prop_sf_mic_01a,150,TRUE
Audiovisuel & Hi-Fi,Equipement de DJ,h4_prop_battle_dj_box_01a,300,TRUE
Audiovisuel & Hi-Fi,Recording,sf_prop_sf_lightbox_rec_01a,150,TRUE
Audiovisuel & Hi-Fi,Câbles,h4_prop_battle_dj_wires_tale,117,FALSE
Audiovisuel & Hi-Fi,Equipement de DJ,h4_prop_battle_dj_mixer_01f,212,TRUE
Audiovisuel & Hi-Fi,Equipement de DJ,h4_prop_battle_dj_box_02a,266,TRUE
Audiovisuel & Hi-Fi,Equipement de DJ,h4_prop_battle_dj_mixer_01e,150,TRUE
Audiovisuel & Hi-Fi,Microphone sur pied,sf_prop_sf_mic_rec_02a,250,TRUE
Audiovisuel & Hi-Fi,Moniteur,prop_crt_mon_01,150,TRUE
Audiovisuel & Hi-Fi,Lecteur DVD,prop_cs_dvd_player,350,TRUE
Audiovisuel & Hi-Fi,Radio Ghetto Blaster,prop_ghettoblast_01,250,TRUE
Audiovisuel & Hi-Fi,Equipement de DJ,h4_prop_battle_dj_box_03a,269,TRUE
Audiovisuel & Hi-Fi,Equipement de DJ,h4_prop_battle_dj_mixer_01a,163,TRUE
Audiovisuel & Hi-Fi,Microphone sur pied,h4_prop_h4_mic_dj_01a,300,TRUE
Audiovisuel & Hi-Fi,Enceinte,sf_prop_sf_speaker_stand_01a,354,TRUE
Audiovisuel & Hi-Fi,Support DJ,ba_prop_battle_dj_stand,1000,TRUE
Audiovisuel & Hi-Fi,Equipement de DJ,h4_prop_battle_dj_mixer_01b,232,TRUE
Audiovisuel & Hi-Fi,Meuble TV,apa_mp_h_str_avunitm_01,1300,TRUE
Audiovisuel & Hi-Fi,Enceinte,v_res_fh_speaker,478,TRUE
Audiovisuel & Hi-Fi,Bongos,prop_bongos_01,250,TRUE
Audiovisuel & Hi-Fi,DVD,prop_cs_dvd,100,TRUE
Audiovisuel & Hi-Fi,Bobine de film,prop_cs_film_reel_01,250,TRUE
Audiovisuel & Hi-Fi,Enceinte,ba_prop_battle_club_speaker_med,456,TRUE
Audiovisuel & Hi-Fi,Station d'accueil pour enceinte,v_res_fh_speakerdock,206,TRUE
Audiovisuel & Hi-Fi,Table de DJ,prop_dj_deck_02,1200,TRUE
Audiovisuel & Hi-Fi,Grand écran,v_res_lest_bigscreen,600,TRUE
Audiovisuel & Hi-Fi,Enorme Meuble TV,apa_mp_h_str_avunitl_01_b,2500,TRUE
Audiovisuel & Hi-Fi,Radio,prop_portable_hifi_01,100,TRUE
Audiovisuel & Hi-Fi,Meuble TV,apa_mp_h_str_avunitl_04,2000,TRUE
Audiovisuel & Hi-Fi,Enceinte,ba_prop_battle_club_speaker_large,437,TRUE
Audiovisuel & Hi-Fi,Télécommande,prop_cs_remote_01,50,TRUE
Audiovisuel & Hi-Fi,Réveil,v_res_fh_bedsideclock,70,TRUE
Audiovisuel & Hi-Fi,Enceinte,ba_prop_battle_club_speaker_small,239,TRUE
Audiovisuel & Hi-Fi,Meuble TV,apa_mp_h_str_avunits_04,1600,TRUE
Audiovisuel & Hi-Fi,Console de jeux,prop_console_01,550,TRUE
Audiovisuel & Hi-Fi,Téléviseur Rétro,v_ret_gc_tv,250,TRUE
Audiovisuel & Hi-Fi,Écran Plat,des_tvsmash_start,300,TRUE
Audiovisuel & Hi-Fi,Grand Écran LED,ba_prop_battle_club_screen_02,1000,TRUE
Audiovisuel & Hi-Fi,Écran de Projection,v_ilev_mm_screen,1000,TRUE
Audiovisuel & Hi-Fi,Écran de chambre,ba_prop_battle_club_screen_03,300,TRUE
Audiovisuel & Hi-Fi,Téléviseur Classique,prop_cs_tv_stand,500,TRUE
Audiovisuel & Hi-Fi,Rangement CD,v_res_cdstorage,200,TRUE
Audiovisuel & Hi-Fi,Pied de microphone,v_club_roc_micstd,500,TRUE
Audiovisuel & Hi-Fi,Télévision OldShool,prop_tv_06,300,TRUE
Audiovisuel & Hi-Fi,Micro de scène,prop_v_bmike_01,600,TRUE
Audiovisuel & Hi-Fi,Écran de projecteur,v_ilev_lest_bigscreen,800,TRUE
Audiovisuel & Hi-Fi,Guitare acoustique,prop_acc_guitar_01,350,TRUE
Audiovisuel & Hi-Fi,Guitare 'Love Fist',vw_prop_casino_art_guitar_01a,400,TRUE
Audiovisuel & Hi-Fi,Bobine de film,prop_vintage_filmcan,250,TRUE
Audiovisuel & Hi-Fi,Guitare électrique 2,prop_el_guitar_03,500,TRUE
Audiovisuel & Hi-Fi,Guitare électrique 2,prop_el_guitar_02,500,TRUE
Audiovisuel & Hi-Fi,Guitare électrique 1,prop_el_guitar_01,500,TRUE
Audiovisuel & Hi-Fi,Boombox,prop_boombox_01,300,TRUE
Audiovisuel & Hi-Fi,Casque Audio,v_ret_gc_ear01,150,TRUE
Audiovisuel & Hi-Fi,Saxophone,p_ld_sax,1000,TRUE
Audiovisuel & Hi-Fi,Socle de télévision,v_med_cor_tvstand,500,TRUE
Audiovisuel & Hi-Fi,Cassette Betamax,prop_beta_tape,100,TRUE
Audiovisuel & Hi-Fi,Ghettoblaster #2,prop_ghettoblast_02,150,TRUE
Audiovisuel & Hi-Fi,Écouteurs,prop_headphones_01,50,TRUE
Audiovisuel & Hi-Fi,Microphone,prop_microphone_02,300,TRUE
Audiovisuel & Hi-Fi,Mini TV,prop_cs_mini_tv,99,TRUE
Audiovisuel & Hi-Fi,Dock MP3,prop_mp3_dock,150,TRUE
Audiovisuel & Hi-Fi,Microphone de Podium,prop_podium_mic,200,TRUE
Chaises & Fauteuils,Fauteuil confortable,apa_mp_h_stn_chairarm_02,220,TRUE
Chaises & Fauteuils,Ensemble de bancs,v_ilev_ph_bench,409,TRUE
Chaises & Fauteuils,Fauteuil relax,v_ilev_p_easychair,653,TRUE
Chaises & Fauteuils,Pouf,xm_lab_chairarm_26,520,TRUE
Chaises & Fauteuils,Pouf,v_res_fh_pouf,291,TRUE
Chaises & Fauteuils,Chaise de bureau bleue,prop_off_chair_04,293,TRUE
Chaises & Fauteuils,Siège de salle d'attente,prop_waiting_seat_01,758,TRUE
Chaises & Fauteuils,Fauteuil noir avec repose-pieds,v_ilev_hd_chair,841,TRUE
Chaises & Fauteuils,Canapé d'angle blanc,v_ilev_m_sofa,394,TRUE
Chaises & Fauteuils,Chaise de salle à manger blanche carrée,apa_mp_h_din_chair_08,561,TRUE
Chaises & Fauteuils,Chaise rayée verte & blanche,prop_yacht_seat_01,406,TRUE
Chaises & Fauteuils,Fauteuil orange,apa_mp_h_stn_chairarm_25,658,TRUE
Chaises & Fauteuils,Chaise de salon blanche,apa_mp_h_yacht_strip_chair_01,626,TRUE
Chaises & Fauteuils,Chaise de salle à manger blanche,apa_mp_h_din_chair_04,421,TRUE
Chaises & Fauteuils,Chaise longue blanche,ex_mp_h_stn_chairstrip_05,463,TRUE
Chaises & Fauteuils,Canapé en L vert,hei_heist_stn_sofacorn_06,399,FALSE
Chaises & Fauteuils,Canapé une place,prop_rub_couch03,294,TRUE
Chaises & Fauteuils,Canapé en L gris foncé,hei_heist_stn_sofacorn_05,295,TRUE
Chaises & Fauteuils,Canapé rayé vert & blanc,prop_yacht_seat_02,445,TRUE
Chaises & Fauteuils,Chaise de bureau,xm_prop_x17_avengerchair_02,512,TRUE
Chaises & Fauteuils,Canapé bleu,v_res_tre_sofa_s,603,TRUE
Chaises & Fauteuils,Chaise noire élégante,prop_sol_chair,467,TRUE
Chaises & Fauteuils,Chaise en bois clair,prop_table_01_chr_a,332,TRUE
Chaises & Fauteuils,Banc confortable,prop_wait_bench_01,321,TRUE
Chaises & Fauteuils,Tabouret en bois,v_ilev_tort_stool,219,TRUE
Chaises & Fauteuils,Chaise longue en bois de patio,prop_patio_lounger1,801,TRUE
Chaises & Fauteuils,Chaise de bureau rouge,v_corp_cd_chair,790,TRUE
Chaises & Fauteuils,Chaise en bois sans accoudoirs,prop_table_05_chr,692,TRUE
Chaises & Fauteuils,Vieille chaise en bois,prop_torture_ch_01,310,TRUE
Chaises & Fauteuils,Chaise longue noire,ex_mp_h_stn_chairstrip_07,220,TRUE
Chaises & Fauteuils,Transat,prop_yacht_lounger,417,TRUE
Chaises & Fauteuils,Chaise de bureau,v_club_officechair,843,TRUE
Chaises & Fauteuils,Chaise longue grise,ex_mp_h_off_easychair_01,416,TRUE
Chaises & Fauteuils,Bureau & chaise,xm_base_cia_chair_conf,636,TRUE
Chaises & Fauteuils,Chaise en bois,prop_table_02_chr,824,TRUE
Chaises & Fauteuils,Tabouret de bar marron foncé,bkr_prop_biker_barstool_03,242,TRUE
Chaises & Fauteuils,Tabouret de bar confortable,bkr_prop_biker_barstool_01,276,TRUE
Chaises & Fauteuils,Canapé marron - 1,prop_couch_03,740,TRUE
Chaises & Fauteuils,Chaise de bureau intelligente,xm_prop_x17_corp_offchair,583,TRUE
Chaises & Fauteuils,Chaise longue orange,ex_mp_h_stn_chairstrip_01,482,TRUE
Chaises & Fauteuils,Chaise de bureau grise,v_corp_bk_chair3,841,TRUE
Chaises & Fauteuils,Canapé marron,prop_couch_01,571,TRUE
Chaises & Fauteuils,Chaise longue blanche - 2,ex_mp_h_stn_chairstrip_011,476,TRUE
Chaises & Fauteuils,Tabouret de bar gris foncé,bkr_prop_biker_barstool_04,733,TRUE
Chaises & Fauteuils,Chaise grise & jaune,prop_yaught_chair_01,843,TRUE
Chaises & Fauteuils,Long canapé blanc confortable,apa_mp_h_yacht_sofa_01,497,TRUE
Chaises & Fauteuils,Tabouret blanc,apa_mp_h_din_stool_04,827,TRUE
Chaises & Fauteuils,Tabouret de canapé blanc,apa_mp_h_yacht_stool_01,310,TRUE
Chaises & Fauteuils,Fauteuil en bois,apa_mp_h_stn_chairarm_03,378,TRUE
Chaises & Fauteuils,Chaise de barbier,xm_int_lev_sub_chair_01,241,TRUE
Chaises & Fauteuils,Chaise de camping verte,prop_skid_chair_01,615,TRUE
Chaises & Fauteuils,Petit tabouret noir,xm_lab_chairstool_12,621,TRUE
Chaises & Fauteuils,Canapé usé,prop_rub_couch04,496,TRUE
Chaises & Fauteuils,Chaise GC 02,v_ret_gc_chair02,394,TRUE
Chaises & Fauteuils,Tabouret médical,v_med_cor_medstool,818,TRUE
Chaises & Fauteuils,Chaise simple,v_ret_gc_chair01,699,TRUE
Chaises & Fauteuils,Canapé noir,xm_lab_sofa_02,379,TRUE
Chaises & Fauteuils,Chaise de salle à manger en bois foncé,apa_mp_h_din_chair_12,451,TRUE
Chaises & Fauteuils,Chaise de bureau de contrebandier,sm_prop_offchair_smug_02,242,TRUE
Chaises & Fauteuils,Canapé marron - 2,prop_couch_04,435,TRUE
Chaises & Fauteuils,Chaise de camping à motifs,prop_skid_chair_03,232,TRUE
Chaises & Fauteuils,Chaise en plastique blanche,prop_table_03_chr,672,TRUE
Chaises & Fauteuils,Canapé usagé,prop_rub_couch01,532,TRUE
Chaises & Fauteuils,Longue chaise de bureau - noire,prop_off_chair_01,444,TRUE
Chaises & Fauteuils,Tabouret de bar carré,v_ilev_fh_kitchenstool,638,TRUE
Chaises & Fauteuils,Chaise de bureau,bkr_prop_biker_boardchair01,403,TRUE
Chaises & Fauteuils,Chaise longue de patio - blanche,prop_patio_lounger_3,608,TRUE
Chaises & Fauteuils,Chaise de bureau d'entreprise,v_corp_offchair,459,TRUE
Chaises & Fauteuils,Chaise de bureau noire,sm_prop_smug_offchair_01a,287,TRUE
Chaises & Fauteuils,Fauteuil à bascule en bois,prop_rock_chair_01,212,TRUE
Chaises & Fauteuils,Fauteuil confortable jaune,apa_mp_h_stn_chairarm_13,816,TRUE
Chaises & Fauteuils,Long siège,xm_base_cia_seats_long,496,TRUE
Chaises & Fauteuils,Chaise en plastique blanche,prop_table_03b_chr,816,TRUE
Chaises & Fauteuils,Fauteuil de salon marron,ex_mp_h_stn_chairstrip_010,766,TRUE
Chaises & Fauteuils,Chaise en plastique bleue,v_ilev_chair02_ped,497,TRUE
Chaises & Fauteuils,Chaise de bureau en cuir,v_ilev_leath_chr,714,TRUE
Chaises & Fauteuils,Canapé à fleurs,prop_rub_couch02,329,TRUE
Chaises & Fauteuils,Canapé gris & jaune,prop_yaught_sofa_01,439,TRUE
Chaises & Fauteuils,Fauteuil confortable rose,apa_mp_h_stn_chairarm_23,240,TRUE
Chaises & Fauteuils,Long canapé gris,ex_mp_h_stn_chairarm_24,414,TRUE
Chaises & Fauteuils,Chaise de camping bleue foncée,prop_skid_chair_02,307,TRUE
Chaises & Fauteuils,Chaise longue de patio,prop_patio_lounger1b,221,TRUE
Chaises & Fauteuils,Canapé blanc,xm_lab_sofa_01,297,TRUE
Chaises & Fauteuils,Chaise de barbier bleue,xm_int_lev_sub_chair_02,213,TRUE
Chaises & Fauteuils,Tabouret de bar blanc,bkr_prop_biker_barstool_02,376,TRUE
Chaises & Fauteuils,Chaise verte & blanche,prop_yacht_seat_03,587,TRUE
Chaises & Fauteuils,Canapé rembourré,apa_mp_h_yacht_sofa_02,408,TRUE
Chaises & Fauteuils,Fauteuil circulaire jaune,apa_mp_h_stn_chairarm_09,521,TRUE
Chaises & Fauteuils,Tabouret de bar,prop_stool_01,765,TRUE
Chaises & Fauteuils,Canapé marron clair,prop_couch_lg_02,648,TRUE
Chaises & Fauteuils,Chaise de bureau grise - 3,prop_off_chair_03,714,TRUE
Chaises & Fauteuils,Fauteuil confortable noir,apa_mp_h_stn_chairarm_12,426,TRUE
Chaises & Fauteuils,Chaise longue de patio - verte,prop_patio_lounger_2,487,TRUE
Chaises & Fauteuils,Chaise de table à manger,v_ilev_m_dinechair,514,TRUE
Chaises & Fauteuils,Chaise de bureau grise,prop_off_chair_04b,776,TRUE
Chaises & Fauteuils,Fauteuil noir en métal,apa_mp_h_stn_chairarm_24,785,TRUE
Chaises & Fauteuils,Canapé bleu sale,v_tre_sofa_mess_c_s,200,TRUE
Chaises & Fauteuils,Tabouret de marché,prop_ven_market_stool,447,TRUE
Chaises & Fauteuils,Chaise de bureau noire,prop_off_chair_05,415,TRUE
Chaises & Fauteuils,Chaise de salle à manger marron usée,apa_mp_h_din_chair_09,464,TRUE
Chaises & Fauteuils,Fauteuil marron,apa_mp_h_stn_chairarm_01,686,TRUE
Chaises & Fauteuils,Canapé bleu - 2,v_tre_sofa_mess_b_s,220,TRUE
Chaises & Fauteuils,Chaise 5,v_res_j_stool,705,TRUE
Chaises & Fauteuils,Chaise d'assise 4,apa_mp_h_stn_chairstrip_03,622,TRUE
Chaises & Fauteuils,Pouf 2,apa_mp_h_stn_foot_stool_02,486,TRUE
Chaises & Fauteuils,Chaise blanche,v_ret_chair_white,579,TRUE
Chaises & Fauteuils,Chaise 1,v_res_fa_chair01,260,TRUE
Chaises & Fauteuils,Chaise moderne 16,apa_mp_h_stn_chairstrip_05,322,TRUE
Chaises & Fauteuils,Fauteuil,v_res_jarmchair,449,TRUE
Chaises & Fauteuils,Chaise moderne 14,apa_mp_h_stn_chairarm_26,774,TRUE
Chaises & Fauteuils,Fauteuil d'assise,prop_armchair_01,523,TRUE
Chaises & Fauteuils,Chaise de bureau,v_res_study_chair,754,TRUE
Chaises & Fauteuils,Chaise moderne 17,apa_mp_h_stn_chairstrip_08,597,TRUE
Chaises & Fauteuils,Chaise haute 2,v_res_fh_barcchair,576,TRUE
Chaises & Fauteuils,Chaise haute 3,v_res_fh_singleseat,511,TRUE
Chaises & Fauteuils,Pouf,apa_mp_h_stn_foot_stool_01,679,TRUE
Chaises & Fauteuils,Chaise de cuisine 3,v_res_fh_dineeamesc,240,TRUE
Chaises & Fauteuils,Chaise haute,v_res_d_highchair,845,TRUE
Chaises & Fauteuils,Chaise Scuz,v_res_tre_stool_scuz,772,TRUE
Chaises & Fauteuils,Chaise 5,v_res_tre_chair,551,TRUE
Chaises & Fauteuils,Chaise 2,v_res_fa_chair02,612,TRUE
Chaises & Fauteuils,Chaise de bureau,v_med_p_deskchair,289,TRUE
Chaises & Fauteuils,Chaise 7,v_ret_chair,297,TRUE
Chaises & Fauteuils,Fauteuil 2,v_res_m_armchair,272,TRUE
Chaises & Fauteuils,Chaise de cuisine 1,v_res_fh_dineeamesa,621,TRUE
Chaises & Fauteuils,Chaise de bureau 3,ba_prop_battle_club_chair_03,671,TRUE
